100	500

88	61
80	37
12	18
90	84
63	45
54	49
71	35
33	1
78	24
79	9
81	41
71	48
4	54
68	91
55	78
86	13
76	49
16	95
50	21
77	52
38	79
53	28
20	99
22	76
20	57
28	65
59	52
45	6
13	30
35	68
59	92
29	48
1	95
97	66
44	45
31	40
77	47
73	96
63	99
25	68
34	71
56	52
64	20
60	66
9	21
68	39
58	27
30	19
4	67
83	22
13	45
12	82
75	72
3	84
50	60
71	99
97	58
40	29
5	8
11	79
4	72
29	7
74	96
6	34
51	53
9	47
58	91
50	70
73	20
21	3
1	50
56	58
2	87
2	77
96	90
59	86
46	16
75	48
12	30
80	86
99	25
82	4
24	61
89	93
29	88
49	80
87	6
45	75
90	43
81	49
73	31
51	62
11	97
29	50
11	98
87	67
71	35
14	34
35	12
62	23
75	13
69	76
92	53
44	35
67	82
56	79
77	67
35	27
3	42
54	73
46	24
86	16
69	43
77	100
46	54
65	36
7	90
26	15
76	54
3	78
4	39
98	87
15	1
69	44
32	99
7	60
65	32
81	15
79	9
30	81
30	88
13	65
93	88
20	69
96	71
22	75
69	75
84	1
79	87
63	70
84	6
48	14
58	93
2	60
4	19
79	50
39	94
56	79
2	21
43	14
73	35
33	2
93	49
3	7
48	84
34	69
80	90
52	59
50	94
7	57
15	16
49	23
89	57
72	35
48	72
79	69
93	38
65	54
95	16
42	64
41	3
16	35
20	34
86	19
47	84
43	6
5	71
34	84
61	31
34	40
20	7
25	89
6	29
78	37
59	68
92	81
82	77
25	31
98	23
34	51
23	39
36	58
14	81
74	25
34	67
28	91
56	48
96	93
63	91
99	20
42	99
13	36
45	66
61	84
14	71
53	98
17	22
80	23
6	96
18	52
11	66
79	85
54	98
50	19
84	27
93	32
38	15
53	47
59	10
98	35
73	36
17	37
36	53
15	64
85	91
39	63
47	44
9	25
33	36
2	31
67	90
40	77
19	93
80	8
27	61
50	33
31	88
100	27
22	97
58	68
5	24
1	77
82	98
16	78
28	97
12	54
34	1
57	19
56	63
99	20
83	41
89	37
83	48
84	6
13	25
85	52
81	90
22	84
75	29
85	6
48	54
72	97
17	81
92	60
54	18
70	23
7	93
51	77
23	96
66	63
3	82
53	38
25	32
84	32
48	58
41	5
60	94
44	17
54	84
63	21
45	100
53	60
67	46
47	95
54	64
21	84
64	8
77	63
16	61
61	50
42	49
71	2
46	6
77	7
29	48
84	3
75	94
89	80
60	91
28	29
94	1
62	16
22	26
64	57
25	65
8	57
1	58
25	93
88	27
66	36
45	74
64	21
26	19
77	58
64	65
76	60
80	83
79	30
57	66
41	5
31	30
86	82
9	20
18	9
35	62
67	14
55	96
87	58
10	50
78	66
15	51
70	99
23	25
73	56
96	16
74	41
28	21
78	8
2	14
83	33
79	30
32	59
33	65
25	81
72	90
32	100
21	76
75	24
74	76
53	90
20	29
96	7
95	93
91	62
54	16
13	12
9	21
51	24
34	59
11	34
62	78
89	1
2	57
1	44
30	25
82	19
97	58
79	21
85	96
73	75
95	96
69	78
24	52
30	69
73	40
63	82
56	74
24	18
90	14
83	7
27	83
51	54
29	51
29	85
50	81
17	45
39	16
49	53
9	18
52	53
25	66
22	7
23	7
88	62
36	21
44	20
71	78
98	96
22	68
47	69
28	80
78	48
53	33
80	62
93	15
70	90
94	18
70	34
34	3
13	74
67	26
19	78
48	90
63	39
33	27
39	14
31	17
25	67
66	92
23	19
59	93
9	48
45	9
93	61
64	75
69	42
37	77
83	76
49	35
24	10
2	47
31	72
61	55
18	51
92	95
45	34
49	84
55	90
89	75
47	45
64	53
70	67
8	64
77	39
33	93
76	18
76	55
73	77
32	51
76	3
72	51
23	41
12	83
47	6
28	21
47	32
39	4
81	18
4	92
8	32
7	54
65	45
1	38
34	58
80	22
61	75
90	10
74	13
76	50
34	13
27	18
29	95
73	79
88	50
52	47
57	56
10	75
26	32
56	27
99	51
79	100
51	69
67	37
74	3
30	26
39	3
3	96
6	18
64	65
27	52
51	69
74	24
88	40
95	60
80	94
33	8
47	67
89	81
91	81
39	19
