150	225

96	28
36	138
111	95
13	121
7	26
94	54
63	86
20	44
91	118
128	23
53	122
122	77
16	7
4	50
88	109
29	27
45	113
83	140
138	19
149	108
3	99
137	84
46	81
68	42
73	16
11	28
94	85
12	22
116	95
115	27
47	49
145	33
9	99
110	11
123	149
62	100
45	13
123	120
112	97
110	142
51	81
62	66
46	83
117	59
92	22
15	116
121	112
133	52
12	70
119	40
64	44
52	98
102	38
136	138
76	9
90	47
6	136
66	106
72	64
93	71
49	102
107	69
89	103
10	149
114	91
31	36
12	25
37	74
102	79
127	52
13	107
5	71
111	65
75	46
33	85
47	8
91	87
84	42
105	35
140	143
43	82
132	57
119	86
131	61
98	124
93	27
37	40
56	147
6	65
76	17
39	60
42	21
144	128
146	51
146	50
124	150
26	24
103	134
96	101
106	132
66	61
21	141
73	15
126	96
18	87
53	97
82	104
35	80
58	77
3	7
92	32
89	34
130	135
125	60
31	101
120	64
144	88
38	73
131	55
134	115
67	19
23	104
39	26
60	113
58	57
77	61
11	106
4	140
131	51
10	29
20	150
14	86
113	125
59	93
98	101
6	82
143	40
29	44
139	141
147	105
75	133
25	70
100	36
105	123
63	17
79	126
54	150
148	143
108	39
2	137
41	31
17	68
145	127
80	69
112	145
72	88
116	38
92	50
84	48
139	148
114	136
78	33
21	69
109	5
75	62
118	124
118	22
76	141
16	90
34	4
129	14
57	67
119	24
83	125
95	34
3	37
100	56
23	19
144	5
80	111
25	90
48	72
30	41
41	117
55	135
2	43
8	28
99	53
103	122
63	56
9	137
148	30
18	65
1	10
18	114
59	97
109	133
14	32
115	146
147	89
128	126
67	94
58	107
78	132
135	142
48	54
142	87
2	108
139	79
110	127
134	104
68	32
71	1
129	74
117	45
74	121
49	78
20	15
24	8
35	1
43	120
30	130
85	81
70	130
55	129
