150	225

46	121
13	107
13	133
4	58
144	33
29	136
56	98
14	116
123	17
80	7
68	58
28	132
32	134
26	130
148	141
125	139
95	131
73	147
86	109
50	17
102	94
47	110
67	121
24	61
25	44
99	34
143	90
37	36
111	56
30	50
40	26
150	100
51	18
122	141
46	95
103	52
65	5
78	51
82	140
48	36
143	12
45	50
106	128
22	90
20	135
137	67
95	6
87	101
9	103
28	93
64	52
83	2
108	12
39	110
127	123
128	19
86	88
16	18
35	31
89	70
124	27
77	60
148	116
76	53
98	1
109	93
25	126
13	96
144	10
47	57
59	20
119	116
119	114
94	144
143	39
111	129
12	15
148	96
42	146
136	42
145	149
81	142
56	149
137	114
16	88
96	145
22	113
31	117
132	32
124	19
112	76
45	44
85	2
7	11
74	47
60	84
62	101
63	134
77	137
29	42
138	100
54	14
48	121
80	147
114	127
70	102
117	17
85	64
21	67
133	135
41	92
14	23
79	68
16	118
26	146
136	129
73	124
71	141
9	126
19	90
145	7
105	8
44	37
140	106
88	108
8	131
150	6
38	35
79	113
78	4
24	115
120	99
122	99
129	30
24	98
2	37
91	111
75	120
1	92
130	46
149	61
41	54
55	20
3	92
115	43
72	25
52	58
83	32
23	93
139	79
81	57
74	104
28	55
53	23
142	82
112	29
69	134
31	59
150	10
73	100
11	69
86	122
65	78
40	4
69	119
105	45
83	97
60	87
140	55
71	15
112	123
128	94
108	59
107	91
49	57
133	65
101	105
126	49
97	139
43	49
127	43
21	104
10	110
103	135
102	11
75	85
117	75
107	38
66	91
77	36
146	48
63	138
34	130
5	63
22	68
53	74
5	142
84	115
62	82
72	97
15	66
39	3
89	84
18	118
87	104
76	51
34	6
89	109
38	72
1	54
118	138
33	132
21	62
125	27
125	71
41	40
64	81
66	27
3	9
33	70
131	113
80	120
35	30
147	106
8	61
