60	300

32	6
20	8
39	22
6	18
7	55
26	37
57	38
22	45
15	50
14	56
58	37
7	40
18	31
33	55
57	2
29	52
52	56
19	43
9	18
37	32
17	24
44	32
21	18
27	52
16	40
15	31
28	33
56	18
28	31
39	19
11	32
27	60
22	12
29	25
44	27
9	33
8	16
60	17
26	29
6	32
49	28
36	18
50	11
19	31
7	14
17	26
44	41
16	45
46	45
42	58
7	15
20	14
20	43
1	42
21	39
29	22
22	26
21	55
34	30
57	44
47	18
24	20
56	34
36	58
59	26
20	47
30	58
7	21
24	8
45	20
26	17
21	60
26	54
40	58
16	15
5	16
59	19
36	54
43	35
57	37
23	60
6	34
5	16
56	25
34	20
56	40
14	34
18	45
28	12
44	59
45	54
17	8
26	55
42	31
16	31
38	40
33	14
52	51
22	28
28	16
32	31
27	35
5	56
12	16
14	40
29	18
4	25
28	26
58	24
11	29
6	42
37	44
39	53
17	18
2	44
29	35
24	34
54	3
14	2
11	26
22	11
7	54
44	42
32	2
8	16
4	55
16	1
39	43
7	47
39	42
17	41
49	3
26	53
26	25
26	17
53	20
56	60
38	23
30	33
21	32
15	28
9	50
13	31
36	25
2	32
45	14
29	48
16	50
46	2
54	9
7	28
36	51
14	54
4	3
29	52
17	12
19	52
7	58
27	44
39	46
7	54
8	15
10	28
36	10
2	20
28	37
56	29
23	6
16	41
51	7
15	1
60	51
41	31
12	37
58	43
2	56
50	11
59	51
46	58
10	35
52	1
34	41
3	13
2	36
33	28
24	22
29	27
60	39
14	26
34	42
18	56
37	32
8	18
17	51
47	45
9	41
48	31
59	23
31	2
8	40
26	1
23	12
6	25
32	48
20	37
5	48
14	17
34	55
25	14
26	37
8	32
43	19
27	29
50	36
59	49
52	60
36	30
9	25
39	51
25	26
19	4
26	23
19	53
59	17
26	12
1	28
34	41
8	4
10	38
32	40
2	14
33	59
59	1
40	47
11	59
44	20
34	31
31	37
7	11
27	51
20	60
60	29
36	18
46	30
8	28
28	34
5	28
29	40
21	31
10	8
44	7
18	6
4	34
4	43
7	51
58	5
5	11
27	44
14	15
15	34
12	23
27	33
35	20
36	39
45	46
29	37
26	53
37	36
43	18
60	13
22	51
3	57
6	51
30	4
6	18
42	31
31	1
17	7
41	4
38	26
53	30
21	33
28	17
3	59
14	25
50	34
59	50
20	53
48	17
48	40
19	25
21	2
3	11
41	52
14	8
8	37
46	31
43	31
25	34
16	5
