60	300

23	33
29	31
47	22
17	59
20	40
30	10
20	54
9	39
54	39
19	48
53	8
20	43
44	7
43	22
38	6
49	50
6	19
35	52
24	18
57	53
31	23
3	24
46	35
30	9
7	19
42	51
27	8
25	12
50	53
34	28
60	49
11	34
38	43
39	52
54	14
17	5
14	11
40	13
5	1
52	2
32	44
4	37
57	52
34	54
39	16
42	43
3	5
36	4
22	32
20	34
37	34
32	42
33	17
7	5
55	5
40	23
60	40
54	51
7	21
11	28
58	22
51	24
9	32
42	35
15	34
50	5
3	44
14	50
34	2
56	60
6	2
30	21
6	12
40	56
44	22
34	39
30	50
16	26
49	56
45	24
18	16
7	1
22	18
21	49
8	14
33	58
52	8
21	13
26	43
6	46
13	23
9	54
52	37
56	54
33	29
9	55
14	59
54	34
39	25
51	45
19	40
43	36
38	55
23	18
35	27
31	9
36	15
50	15
43	28
21	3
8	32
8	18
4	6
29	12
31	55
56	43
54	11
52	18
43	45
17	43
21	44
24	11
27	20
47	26
24	51
14	6
37	30
32	51
50	32
52	43
55	54
31	53
16	42
47	43
6	12
10	50
36	16
14	9
12	8
34	17
10	1
14	21
2	52
20	11
12	53
50	55
20	53
52	57
23	48
17	20
26	6
53	12
3	30
48	41
10	37
40	33
28	19
26	50
3	13
38	23
22	6
37	19
33	49
10	12
47	20
1	7
51	55
20	3
5	25
18	3
25	35
4	47
49	48
1	57
30	53
14	16
32	56
60	5
48	25
8	37
39	12
18	22
29	5
37	43
24	28
41	2
11	37
43	14
55	12
14	29
19	2
7	50
36	37
8	10
54	16
23	57
16	8
36	38
28	3
24	59
28	48
34	16
34	9
48	59
35	23
57	41
6	60
29	31
12	55
52	50
15	34
44	39
57	36
59	58
35	22
54	16
56	24
29	30
2	37
9	30
40	50
29	20
55	12
10	11
22	14
33	25
58	39
44	35
35	30
40	60
6	58
2	5
1	43
51	1
3	19
17	38
25	58
48	16
1	43
32	17
25	3
12	21
30	60
18	36
12	9
31	17
57	49
34	1
25	23
33	34
7	34
15	18
19	7
11	40
8	6
40	2
58	36
21	30
48	27
14	32
43	19
26	2
50	7
60	44
1	55
57	33
21	54
7	26
53	48
14	1
8	39
39	38
48	24
23	41
42	47
2	42
47	54
60	11
26	32
56	26
22	40
17	19
38	21
24	26
41	49
25	2
43	23
13	34
35	52
46	56
33	24
60	12
2	38
19	18
5	27
49	51
22	49
25	39
52	9
3	52
